distance_km,weight_kg,vehicle_type,weather,delay,traffic_volume,delivery_hour,system_load
223.0,5.04,ev van,foggy,yes,4462,11,15 
50.9,16.41,bike,cold,no,4739,12,198 
169.1,2.91,bike,rainy,yes,4683,13,154 
30.5,38.22,truck,stormy,yes,5061,14,96 
123.3,9.4,ev bike,stormy,yes,5693,15,174 
168.0,5.33,ev van,rainy,yes,6617,16,99 
159.5,37.79,ev bike,rainy,no,6139,17,87 
292.6,37.67,ev bike,stormy,yes,4679,18,77 
201.4,21.1,bike,foggy,no,3121,19,87 
160.4,43.67,truck,cold,yes,2686,20,50 
196.4,20.78,ev bike,rainy,no,2734,21,80 
222.1,25.6,van,stormy,no,3839,22,80 
286.5,39.63,ev van,foggy,no,1242,23,16 
45.0,6.78,ev van,foggy,no,605,0,264 
214.5,2.73,ev van,stormy,no,389,1,264 
4.8,31.03,ev van,hot,no,261,2,16 
3.6,18.11,truck,rainy,no,337,3,32 
214.4,11.91,ev bike,stormy,no,747,4,2444 
166.7,40.87,bike,cold,no,2533,5,909 
240.1,29.85,scooter,cold,no,5348,6,48 
113.9,44.49,truck,stormy,yes,5330,8,78 
46.6,22.49,bike,clear,no,5410,9,102 
193.4,29.38,ev bike,cold,yes,4403,10,111 
156.7,43.26,scooter,cold,yes,4543,11,4 
90.2,21.76,van,cold,yes,4962,13,28 
140.2,36.86,scooter,hot,yes,5303,14,1672 
165.0,12.26,truck,clear,no,5679,15,1027 
62.6,0.96,bike,stormy,no,6485,16,514 
220.4,31.16,ev bike,rainy,no,6312,17,40 
182.6,15.98,ev van,hot,no,4334,18,6 
20.7,10.67,ev bike,clear,no,3059,19,20 
150.7,48.58,scooter,clear,no,2787,20,89 
81.7,11.9,scooter,hot,no,2545,21,25 
266.7,45.86,scooter,rainy,no,2040,22,15 
135.7,32.06,truck,clear,yes,1130,23,60 
43.9,6.95,ev van,clear,no,627,0,399 
200.1,43.87,ev van,rainy,yes,378,1,40 
80.0,5.42,ev van,foggy,no,291,2,440 
287.8,32.49,ev bike,hot,yes,347,3,36 
11.5,17.76,scooter,stormy,no,638,4,106 
40.2,10.5,van,foggy,no,2337,5,12 
297.1,22.12,scooter,cold,no,5110,6,12 
284.5,8.55,bike,hot,yes,6681,7,6 
19.2,45.81,ev bike,foggy,no,5948,8,6 
114.3,31.22,truck,cold,no,4996,9,100 
282.2,26.8,ev van,hot,no,4461,10,24 
82.0,34.7,ev van,foggy,no,4929,11,48 
258.0,44.81,truck,foggy,no,5246,12,50 
156.8,33.95,bike,clear,yes,5201,13,28 
242.5,47.56,van,hot,yes,5518,14,12 
199.4,14.51,van,stormy,yes,6037,15,4 
241.5,47.85,ev bike,clear,no,5971,16,10 
104.0,34.33,truck,clear,no,4909,17,55 
295.4,17.09,ev bike,clear,yes,4053,18,42 
119.3,31.21,bike,clear,no,2945,19,50 
12.4,33.99,bike,rainy,no,2547,20,48 
230.6,20.32,ev van,hot,no,2396,21,1774 
66.1,27.37,van,cold,no,2320,22,3482 
28.7,5.69,ev bike,foggy,no,1517,23,10 
205.8,12.71,ev van,stormy,yes,945,0,300 
234.1,0.67,bike,stormy,yes,580,1,300 
190.3,10.08,ev bike,stormy,yes,472,2,100 
74.3,47.34,scooter,hot,no,354,3,60 
63.7,15.17,bike,clear,no,417,4,60 
94.6,27.61,scooter,stormy,no,678,5,60 
206.7,29.72,ev bike,foggy,yes,1198,6,25 
18.7,35.53,bike,hot,no,1909,7,25 
258.5,22.51,ev bike,cold,no,2689,8,25 
288.9,6.93,van,foggy,yes,3438,9,150 
265.6,30.76,scooter,stormy,yes,3885,10,10 
127.6,32.16,scooter,rainy,no,4420,11,96 
158.6,20.56,van,clear,no,4907,12,1 
154.7,49.52,van,clear,no,4901,13,240 
179.5,18.79,scooter,cold,yes,4684,14,50 
256.6,1.47,truck,rainy,no,4760,15,800 
259.8,7.68,ev van,clear,no,4763,16,2 
94.0,47.33,van,rainy,yes,4471,17,200 
34.2,37.35,scooter,stormy,no,4113,18,200 
167.2,42.04,truck,foggy,no,3440,19,20 
12.5,48.2,ev bike,clear,no,2768,20,12 
203.6,35.24,truck,foggy,yes,2390,21,226 
214.2,8.63,truck,cold,no,2752,22,10 
201.7,42.34,ev bike,foggy,yes,2258,23,30 
78.3,10.27,ev van,cold,no,1103,0,50 
223.0,34.38,bike,foggy,no,730,1,1 
88.5,1.83,ev van,rainy,no,579,2,10 
127.9,17.13,ev van,stormy,no,338,3,4 
210.0,25.94,ev van,cold,no,255,4,2 
93.8,34.98,van,hot,yes,425,5,18 
266.2,42.67,ev van,cold,no,720,6,5 
98.5,3.14,bike,clear,no,1080,7,1 
258.2,41.04,van,hot,no,1630,8,12 
282.1,37.45,ev van,clear,yes,2428,9,50 
113.0,40.82,scooter,hot,no,3230,10,18 
16.4,26.39,ev bike,rainy,yes,3555,11,8 
76.9,29.38,scooter,hot,no,3676,12,35 
231.3,5.81,truck,foggy,yes,4072,13,3 
29.5,40.94,truck,clear,no,4178,14,63 
262.8,7.45,ev van,hot,no,4148,15,4 
180.0,30.04,van,foggy,no,4665,16,1 
239.3,14.68,ev bike,clear,no,3536,17,3 
228.0,5.96,van,rainy,no,2196,18,2 
226.2,11.64,van,rainy,yes,1656,20,4 
8.3,0.9,bike,rainy,yes,1566,21,10 
221.9,12.31,bike,foggy,no,2658,22,5 
203.6,21.82,ev bike,foggy,yes,1068,23,4 
180.9,29.3,bike,rainy,yes,522,0,4 
257.2,8.05,bike,rainy,no,285,1,2 
159.2,14.38,scooter,hot,no,265,2,2 
171.6,33.7,van,stormy,yes,352,3,100 
155.8,10.16,bike,rainy,no,742,4,25 
223.6,16.13,truck,foggy,no,2327,5,2 
279.2,28.16,ev bike,cold,no,4897,6,21 
180.2,23.91,truck,clear,no,5884,7,118 
106.7,19.02,truck,cold,no,4790,8,9 
154.0,33.81,ev van,clear,no,5463,9,18 
283.8,14.27,ev van,rainy,no,4141,10,100 
55.8,19.59,truck,stormy,yes,4195,11,200 
272.0,27.64,bike,rainy,yes,4506,12,67 
249.7,21.11,ev bike,cold,yes,4416,13,145 
111.2,17.12,ev bike,hot,no,4882,14,60 
263.4,47.91,scooter,stormy,yes,5430,15,50 
225.0,13.31,bike,foggy,yes,6316,16,100 
284.6,17.14,bike,cold,no,6067,17,56 
153.1,5.44,scooter,foggy,no,4454,18,50 
215.3,49.34,ev bike,cold,yes,2912,19,430 
106.6,40.85,ev van,cold,yes,2519,20,96 
115.4,10.35,bike,hot,no,2083,21,100 
54.9,10.13,van,hot,yes,1396,22,26 
173.1,19.37,ev van,stormy,no,909,23,60 
3.6,21.53,bike,cold,no,326,1,22 
275.7,20.48,ev van,stormy,yes,243,2,268 
100.1,21.15,bike,cold,yes,326,3,10 
187.1,16.5,scooter,rainy,no,747,4,10 
292.3,10.47,bike,foggy,no,2336,5,22 
126.1,13.63,ev bike,clear,no,4591,6,20 
22.4,14.89,van,clear,no,5100,7,25 
113.2,27.45,van,rainy,yes,5523,8,25 
294.2,4.03,truck,cold,no,5376,9,12 
287.4,8.92,scooter,rainy,yes,4364,10,24 
205.0,27.42,ev bike,hot,no,4435,11,24 
204.3,16.06,van,rainy,no,4680,12,82 
145.5,28.99,ev bike,hot,no,4811,13,67 
151.9,41.9,truck,rainy,yes,5064,14,116 
166.4,43.38,ev bike,foggy,no,6242,16,50 
119.5,6.29,ev van,hot,yes,6235,17,35 
245.3,12.29,truck,cold,no,4721,18,34 
272.6,35.49,scooter,foggy,yes,3200,19,56 
258.9,26.82,ev bike,stormy,yes,2846,20,100 
85.5,4.02,ev bike,stormy,yes,2372,21,105 
61.1,45.08,van,foggy,yes,1475,22,29 
292.7,33.3,van,foggy,no,1013,23,498 
47.9,1.0,ev van,cold,no,526,0,388 
112.6,13.6,scooter,foggy,no,294,1,20 
16.0,49.07,bike,hot,no,271,2,8 
63.8,21.75,truck,foggy,no,315,3,8 
128.8,11.12,bike,stormy,no,774,4,100 
19.3,9.03,ev bike,stormy,no,2605,5,30 
172.7,6.5,ev van,rainy,no,2605,5,25 
129.7,35.22,ev bike,rainy,yes,6454,7,50 
129.8,35.71,scooter,hot,yes,6531,8,15 
229.0,35.45,ev van,cold,no,4039,10,30 
119.2,45.28,bike,hot,no,4034,11,50 
21.5,43.49,bike,stormy,no,4544,13,15 
205.3,3.27,scooter,cold,no,4995,14,105 
209.5,8.79,truck,hot,no,5597,15,200 
154.6,7.19,ev bike,cold,no,6393,16,160 
3.6,17.56,scooter,foggy,no,6087,17,120 
284.7,18.27,ev van,hot,no,3281,19,130 
91.9,42.57,ev bike,cold,yes,1768,22,300 
92.5,25.59,scooter,hot,no,3022,23,430 
56.3,35.22,bike,foggy,no,384,1,50 
191.4,6.59,ev bike,hot,yes,372,2,50 
179.0,7.37,scooter,cold,no,761,4,20 
266.7,4.04,scooter,stormy,yes,2546,5,20 
188.0,8.64,ev bike,rainy,yes,6274,7,20 
82.2,12.55,scooter,rainy,no,6076,8,3 
235.7,28.77,van,cold,no,4444,10,10 
87.6,33.06,ev van,rainy,no,4829,11,36 
268.9,37.47,ev bike,cold,no,4995,13,24 
32.8,38.85,truck,stormy,yes,5323,14,18 
127.9,9.76,ev van,rainy,no,6497,16,21 
294.0,3.91,ev bike,rainy,yes,6050,17,19 
227.0,20.56,van,clear,no,4432,18,24 
104.0,47.46,truck,stormy,yes,3282,19,150 
223.8,24.9,truck,hot,no,3019,20,50 
5.5,39.96,van,hot,no,3924,21,123 
6.3,44.78,ev van,stormy,no,3310,22,50 
122.1,27.5,truck,stormy,yes,1296,23,66 
287.6,10.89,ev bike,rainy,no,414,1,30 
170.5,37.9,van,hot,no,414,1,100 
31.2,29.78,scooter,stormy,yes,324,2,100 
173.7,48.29,bike,cold,no,324,2,40 
270.8,29.93,ev bike,cold,yes,339,3,40 
172.7,45.63,truck,cold,yes,339,3,50 
85.7,22.28,truck,cold,no,735,4,75 
292.0,49.48,bike,hot,yes,735,4,9 
282.4,21.54,ev bike,rainy,no,2391,5,40 
141.9,11.2,scooter,rainy,no,2391,5,5 
251.4,26.03,truck,hot,no,6710,7,8 
92.8,1.02,van,rainy,yes,5940,8,300 
67.0,36.63,scooter,stormy,yes,5044,9,100 
136.0,36.27,bike,hot,no,4638,10,50 
267.1,43.29,ev bike,rainy,no,4974,11,50 
229.9,36.07,bike,clear,yes,4974,11,2 
297.1,1.99,bike,clear,yes,5312,13,200 
236.6,44.46,scooter,hot,no,5312,13,2 
236.0,26.79,ev van,clear,no,5642,14,25 
254.0,30.53,ev bike,hot,no,5642,14,53 
14.2,20.83,ev bike,clear,no,5858,15,300 
214.4,21.37,scooter,hot,no,6579,16,10 
24.4,19.04,ev van,stormy,no,6095,17,30 
150.1,39.82,bike,rainy,yes,4831,18,10 
143.9,0.67,bike,rainy,no,3621,19,10 
226.4,9.24,van,stormy,yes,2931,20,346 
282.1,37.47,van,stormy,yes,2861,21,200 
52.5,20.55,scooter,cold,yes,3112,22,100 
279.8,21.31,scooter,hot,no,1856,23,5 
213.2,31.17,scooter,stormy,yes,721,1,10 
184.1,4.01,van,clear,no,525,2,8 
222.0,34.55,truck,cold,no,426,4,11 
66.5,38.77,van,foggy,no,730,5,180 
19.5,20.02,scooter,cold,no,1946,7,390 
65.1,34.84,truck,rainy,yes,3001,8,70 
106.6,22.84,truck,foggy,no,4170,10,30 
129.3,21.01,van,stormy,yes,4383,11,90 
37.0,1.39,bike,hot,no,4799,13,4 
227.1,49.1,ev van,clear,no,4710,14,50 
166.0,24.29,truck,hot,no,4621,15,1 
198.7,43.67,scooter,stormy,yes,4880,16,5 
26.5,20.53,ev bike,hot,no,4374,17,20 
150.6,14.04,van,stormy,no,3972,18,40 
262.5,37.94,bike,stormy,yes,3334,19,5 
258.2,38.54,ev bike,stormy,no,2768,20,10 
210.7,44.97,bike,stormy,yes,3169,21,12 
182.2,38.25,scooter,clear,no,4198,22,11 
277.4,35.18,truck,foggy,no,1997,23,20 
33.0,0.67,ev bike,cold,no,1230,0,54 
13.1,8.6,ev van,rainy,yes,721,1,14 
218.4,28.87,ev bike,foggy,yes,605,2,10 
106.8,28.79,scooter,rainy,no,348,3,5 
40.7,32.75,ev bike,foggy,no,299,4,5 
281.0,31.74,ev bike,hot,yes,456,5,46 
7.0,5.63,ev bike,hot,no,901,7,184 
237.1,47.33,ev bike,clear,yes,1426,8,28 
121.5,22.63,ev bike,cold,yes,1426,8,16 
114.7,36.76,truck,stormy,no,1965,9,4 
124.4,37.17,ev van,hot,no,2146,10,4 
105.5,10.83,truck,hot,no,2177,11,10 
33.4,20.7,bike,hot,no,2059,13,2 
213.2,2.91,scooter,cold,no,2212,14,10 
155.6,1.58,van,hot,no,2212,14,7 
119.7,7.69,van,cold,no,2460,16,4 
160.4,6.01,ev bike,hot,no,2460,16,10 
144.3,35.92,ev bike,cold,no,2230,17,2 
74.4,24.78,bike,stormy,yes,2230,17,1 
47.4,19.55,van,rainy,no,1539,19,4 
240.1,8.48,truck,stormy,yes,1330,20,8 
214.7,19.81,ev van,clear,no,1021,22,4 
58.5,40.26,truck,foggy,no,723,23,4 
37.5,46.05,scooter,hot,yes,252,1,2 
165.4,19.58,scooter,hot,no,252,1,8 
196.1,35.75,scooter,foggy,yes,265,2,4 
176.0,42.35,van,foggy,no,265,2,25 
83.0,19.84,bike,stormy,no,807,4,3 
219.8,14.48,ev bike,clear,no,807,4,16 
64.3,18.58,bike,stormy,no,807,4,2 
154.2,20.97,bike,foggy,no,2419,5,17 
57.9,36.21,bike,hot,no,2419,5,4 
105.7,14.15,bike,stormy,yes,2419,5,4 
150.2,7.56,truck,rainy,no,5325,7,8 
172.2,28.46,ev bike,stormy,yes,5325,7,4 
33.4,1.21,ev van,foggy,no,5325,7,4 
107.7,24.31,ev bike,stormy,no,5032,8,10 
161.8,35.35,ev bike,stormy,yes,5032,8,2 
239.5,13.29,truck,foggy,no,5032,8,4 
78.3,0.98,scooter,stormy,no,3866,10,2 
237.3,44.32,van,rainy,no,3866,10,4 
289.4,18.39,ev van,foggy,yes,3866,10,3 
194.5,16.81,bike,hot,no,3866,10,44 
221.8,35.28,ev bike,stormy,no,3866,10,3 
240.8,8.67,ev bike,clear,no,3959,11,13 
260.0,34.59,bike,foggy,no,3959,11,2 
30.2,30.7,scooter,rainy,no,3959,11,12 
95.4,10.82,scooter,cold,no,3959,11,4 
152.4,18.35,ev van,cold,no,4200,13,8 
101.2,45.47,van,clear,no,4200,13,1 
67.0,35.38,ev bike,foggy,no,4200,13,2 
274.5,41.62,truck,stormy,no,4200,13,1 
231.2,21.27,bike,foggy,no,4723,14,2 
67.8,31.75,ev bike,hot,no,4723,14,2 
73.1,15.61,truck,clear,no,4723,14,1 
190.1,21.93,ev van,cold,no,5177,15,2 
140.5,48.82,ev van,rainy,no,5177,15,4 
93.0,32.56,truck,rainy,no,6202,16,12 
250.6,11.43,ev van,foggy,no,6202,16,2 
280.2,34.73,bike,cold,no,6202,16,4 
109.4,49.52,truck,rainy,no,5789,17,4 
194.1,34.8,truck,rainy,no,5789,17,4 
101.3,31.02,scooter,rainy,no,5789,17,2 
286.5,31.24,truck,clear,no,4095,18,2 
122.0,36.58,ev bike,cold,no,4095,18,2 
63.0,48.74,van,stormy,yes,2782,19,5 
120.2,0.67,truck,stormy,yes,2782,19,1 
96.2,7.77,ev bike,clear,no,2782,19,1 
153.3,34.3,truck,clear,no,2452,20,2 
28.9,3.03,van,rainy,yes,2452,20,62 
185.8,39.73,scooter,cold,no,2060,21,62 
232.4,13.3,truck,stormy,yes,2060,21,68 
79.7,38.76,ev van,hot,no,1407,22,21 
75.9,43.69,van,rainy,yes,1407,22,6 
100.9,10.51,truck,clear,no,958,23,3 
154.5,45.68,ev van,rainy,yes,958,23,400 
31.8,5.74,scooter,rainy,no,522,0,400 
166.2,13.31,ev bike,stormy,no,522,0,400 
198.5,14.6,scooter,rainy,no,332,1,400 
293.7,18.19,scooter,cold,no,332,1,4 
289.6,35.62,scooter,hot,no,289,2,48 
96.0,9.52,bike,foggy,no,289,2,4 
200.3,21.99,van,stormy,yes,343,3,400 
220.1,43.74,van,hot,no,343,3,400 
249.8,2.0,scooter,hot,yes,782,4,400 
26.6,28.58,ev bike,clear,no,6655,7,400 
39.7,30.77,truck,stormy,no,6198,8,270 
90.2,14.25,scooter,foggy,no,6198,8,60 
81.0,39.88,scooter,rainy,no,5011,9,107 
234.9,47.19,ev bike,stormy,yes,4386,10,1 
244.7,17.4,scooter,rainy,no,4614,11,1 
140.8,42.13,van,rainy,no,4759,12,856 
143.2,12.28,bike,stormy,no,4834,13,83 
156.1,12.03,ev bike,clear,no,5209,14,2 
10.5,27.83,van,foggy,no,5716,15,300 
119.8,26.67,ev bike,hot,no,6381,16,300 
28.4,45.49,van,foggy,no,6079,17,16 
40.8,22.68,ev bike,rainy,no,4623,18,4 
205.8,28.39,van,rainy,no,3205,19,20 
163.8,17.37,ev van,foggy,yes,2669,21,38 
131.2,11.18,ev bike,hot,no,1622,22,2 
227.9,35.46,van,clear,no,559,0,2 
174.7,3.32,van,stormy,yes,333,1,2 
79.5,43.11,truck,hot,no,264,2,2 
199.3,45.77,ev bike,rainy,no,771,4,1 
86.9,26.5,ev bike,hot,no,2611,5,4 
34.2,4.01,bike,foggy,no,5246,6,8 
286.7,16.88,scooter,clear,yes,6544,8,12 
250.2,3.17,van,hot,yes,4559,10,6 
164.7,11.74,truck,hot,no,4782,11,3 
29.6,32.62,bike,hot,no,5074,13,1 
128.2,1.55,scooter,clear,no,5313,14,70 
173.2,12.74,van,foggy,no,5875,15,20 
100.4,30.35,van,rainy,no,6759,16,44 
58.6,41.16,truck,stormy,no,6353,17,10 
152.7,34.62,bike,foggy,no,4704,18,30 
266.2,30.67,ev bike,stormy,no,3098,19,8 
95.9,8.91,scooter,cold,no,2896,20,4 
261.8,39.1,truck,clear,yes,2344,21,36 
114.6,13.74,ev van,rainy,yes,1663,22,32 
85.1,37.79,van,stormy,no,967,23,30 
259.5,18.24,scooter,cold,no,567,0,300 
29.1,22.34,scooter,clear,no,375,1,70 
229.5,44.78,truck,cold,no,278,2,6 
143.2,8.53,ev van,hot,no,749,4,30 
24.7,30.43,truck,rainy,no,2527,5,2 
202.6,39.79,scooter,hot,yes,5016,6,11 
111.7,11.7,ev van,stormy,no,5383,7,19 
227.3,20.16,bike,clear,no,5433,8,25 
154.8,15.5,van,clear,no,5493,9,10 
241.7,37.77,bike,rainy,no,4425,10,16 
8.1,30.79,bike,stormy,no,4818,11,4 
146.1,24.22,ev van,hot,no,5026,12,4 
150.5,42.73,bike,clear,no,5015,13,2 
256.7,15.68,ev van,stormy,no,5493,14,2 
257.6,10.55,truck,hot,yes,6011,15,8 
144.5,39.26,scooter,foggy,no,6943,16,4 
83.5,16.4,ev van,rainy,yes,6098,17,4 
132.6,20.41,bike,rainy,yes,6098,17,2 
217.8,27.69,ev bike,foggy,yes,4528,18,1 
24.0,49.19,ev bike,rainy,yes,3330,19,12 
293.2,17.48,van,stormy,yes,3330,19,4 
191.7,31.92,scooter,clear,no,3330,19,12 
128.6,45.71,bike,hot,no,2909,20,6 
178.6,14.01,bike,cold,yes,2909,20,2 
268.2,39.57,bike,rainy,no,2909,20,12 
121.3,36.93,van,hot,no,3005,21,250 
68.7,38.86,truck,hot,no,3005,21,250 
200.7,40.69,van,stormy,yes,3814,22,250 
17.4,22.26,ev bike,rainy,no,3814,22,250 
113.4,6.91,van,cold,no,3814,22,250 
63.3,25.97,ev bike,stormy,no,3814,22,250 
225.8,9.17,truck,foggy,yes,1613,23,250 
257.8,7.46,ev van,rainy,yes,1613,23,250 
241.8,24.01,ev bike,cold,yes,1613,23,6 
31.6,13.51,bike,hot,no,1613,23,21 
43.6,19.74,truck,cold,no,792,0,300 
279.1,9.83,truck,hot,yes,792,0,8 
186.6,42.6,bike,clear,no,465,1,10 
83.0,36.49,bike,hot,no,465,1,20 
180.0,31.74,bike,cold,no,349,2,22 
219.1,5.27,scooter,clear,no,349,2,28 
202.3,15.89,ev van,hot,no,360,3,16 
110.8,31.59,scooter,hot,no,360,3,50 
185.9,10.28,scooter,foggy,yes,732,4,4 
27.3,41.83,van,cold,no,2364,5,2 
274.4,43.79,van,foggy,yes,6660,7,4 
240.4,28.01,ev van,foggy,no,5744,8,20 
264.5,6.79,bike,clear,no,4742,10,100 
78.9,11.13,ev van,foggy,no,5223,11,3 
72.0,1.23,scooter,hot,no,5463,13,4 
168.8,14.42,scooter,stormy,no,5748,14,12 
113.2,40.57,van,rainy,yes,6129,15,7 
60.2,15.21,ev van,hot,no,6497,16,3 
239.4,40.75,scooter,foggy,no,5915,17,2 
26.6,43.08,van,foggy,no,4668,18,4 
8.9,42.85,truck,stormy,yes,3900,19,2 
248.8,41.61,ev bike,clear,no,3070,20,161 
66.2,9.93,van,stormy,no,2755,21,8 
263.1,30.74,bike,hot,yes,2382,22,1003 
167.8,21.35,ev bike,rainy,no,2977,23,100 
181.3,11.38,ev van,stormy,no,1494,0,18 
7.2,46.01,truck,clear,no,757,1,48 
133.0,48.2,ev van,hot,no,567,2,48 
274.3,18.94,scooter,hot,no,341,3,48 
223.8,42.09,ev van,hot,no,402,4,48 
78.0,49.52,ev bike,foggy,no,689,5,24 
13.2,47.37,ev van,stormy,no,1856,7,24 
43.5,13.09,ev van,hot,no,2807,8,384 
238.5,1.32,van,foggy,no,3798,9,72 
148.7,9.59,bike,foggy,yes,3963,10,2 
146.6,8.94,ev bike,rainy,no,4292,11,60 
257.7,13.57,ev bike,foggy,no,4673,12,233 
137.2,18.92,truck,hot,no,4689,13,240 
134.4,40.43,truck,cold,no,4637,14,38 
20.1,17.47,bike,rainy,no,4726,15,2 
236.9,45.09,ev bike,rainy,no,4880,16,2 
134.0,34.12,van,clear,no,4436,17,96 
282.3,4.43,bike,foggy,no,4072,18,24 
68.4,49.23,ev van,hot,no,3560,19,24 
57.7,14.02,bike,foggy,no,2990,20,20 
3.6,35.25,scooter,clear,no,3045,21,3 
207.2,39.8,scooter,rainy,yes,2642,22,2 
162.0,18.85,ev bike,rainy,no,1785,23,28 
85.7,44.31,bike,rainy,no,740,1,170 
99.9,40.53,van,hot,no,613,2,50 
91.6,38.55,van,cold,no,268,4,72 
115.7,44.23,van,foggy,no,426,5,64 
92.7,17.45,ev van,clear,no,962,7,53 
131.5,36.53,scooter,cold,no,962,7,6 
254.0,24.63,van,hot,no,1647,8,6 
159.7,34.66,van,hot,no,1647,8,178 
233.2,36.96,van,clear,no,1647,8,41 
172.2,31.8,ev van,clear,yes,3234,10,485 
83.7,42.34,scooter,clear,no,3234,10,30 
290.8,12.21,bike,cold,no,3234,10,50 
56.0,1.64,van,hot,no,3580,11,60 
285.0,33.17,bike,cold,no,3580,11,20 
280.9,3.46,ev bike,stormy,yes,4143,12,385 
56.1,12.89,ev van,foggy,no,4312,13,100 
49.5,8.86,ev bike,foggy,no,4422,14,40 
88.5,17.45,ev bike,clear,no,4165,15,45 
182.6,49.49,van,rainy,yes,4208,16,431 
129.5,34.67,ev bike,stormy,yes,4030,17,50 
255.5,2.0,van,foggy,no,3830,18,25 
294.2,48.76,ev van,stormy,no,4139,19,90 
133.6,47.82,scooter,cold,no,3369,20,90 
5.3,35.77,bike,clear,no,2185,21,60 
293.1,39.09,ev van,hot,no,1672,22,59 
126.9,8.6,van,cold,no,985,23,90 
151.2,26.88,scooter,cold,no,556,0,30 
188.4,22.99,ev bike,rainy,yes,379,1,10 
229.1,33.05,van,rainy,no,338,2,40 
144.8,36.76,ev bike,stormy,no,295,3,34 
12.6,13.01,van,foggy,yes,735,4,72 
187.1,14.34,ev bike,stormy,no,2231,5,40 
135.3,43.75,bike,hot,no,4570,6,39 
163.0,13.93,ev bike,clear,no,5512,7,39 
83.1,17.82,scooter,cold,no,4718,8,26 
3.6,35.4,van,clear,no,4103,9,26 
40.3,35.88,ev van,stormy,no,3974,10,24 
174.8,19.06,van,cold,no,4277,11,10 
194.0,48.64,bike,clear,no,4680,12,24 
38.2,17.54,van,foggy,no,4677,13,80 
131.7,13.26,scooter,foggy,no,4876,14,85 
189.0,4.08,van,foggy,no,5046,15,29 
128.4,19.61,scooter,cold,no,5466,16,29 
209.9,31.3,truck,clear,no,5066,17,53 
280.3,4.66,scooter,hot,no,3825,18,60 
98.6,0.67,van,clear,no,2816,19,220 
238.1,19.63,ev van,cold,no,2281,20,19 
72.0,24.47,truck,cold,no,2062,21,1 
173.8,13.74,ev bike,hot,no,1415,22,4 
262.5,3.87,ev bike,cold,no,911,23,50 
263.5,36.26,ev van,clear,no,470,0,26 
125.6,16.79,ev van,clear,no,292,1,25 
247.8,11.63,ev van,rainy,no,235,2,20 
142.0,19.76,van,foggy,no,776,4,50 
194.5,20.19,truck,foggy,no,2638,5,340 
160.0,16.68,ev bike,clear,yes,5741,6,300 
168.5,37.52,truck,clear,no,6996,7,150 
21.2,35.6,bike,hot,no,6008,8,268 
254.6,1.99,truck,hot,no,4273,10,208 
93.1,17.68,scooter,hot,no,4273,10,10 
33.2,28.61,ev bike,foggy,no,4493,11,96 
109.0,41.71,ev van,cold,no,4493,11,227 
25.2,16.01,ev bike,rainy,no,4756,13,72 
9.1,1.58,truck,hot,no,5120,14,6 
112.9,42.36,truck,rainy,no,6425,16,64 
149.8,35.85,truck,stormy,no,5936,17,8 
270.4,28.22,van,cold,no,3126,19,10 
116.9,29.43,scooter,clear,no,2731,20,10 
242.6,37.73,ev bike,hot,yes,2343,21,10 
187.4,26.47,van,stormy,no,2343,21,300 
139.9,31.02,bike,rainy,yes,1489,22,300 
15.2,49.52,ev bike,cold,no,295,1,12 
255.8,11.29,truck,hot,no,220,2,12 
185.6,31.7,truck,hot,no,751,4,52 
65.9,39.43,truck,cold,no,2560,5,10 
83.9,7.55,bike,cold,no,5909,7,26 
223.6,46.06,truck,hot,no,6125,8,14 
245.4,14.74,truck,rainy,yes,4334,10,2 
218.2,38.54,truck,foggy,no,4608,11,18 
63.2,31.29,bike,foggy,no,4964,13,108 
22.9,27.57,ev bike,rainy,yes,5276,14,10 
131.8,46.37,truck,rainy,no,6723,16,14 
162.3,21.43,ev bike,hot,no,6153,17,329 
162.6,23.18,truck,stormy,no,3234,19,3 
165.8,26.67,scooter,clear,no,2987,20,150 
213.1,44.97,ev bike,hot,no,1635,22,224 
170.8,49.18,van,rainy,yes,1034,23,20 
71.8,47.51,van,clear,no,326,1,19 
12.8,42.48,bike,clear,no,244,2,914 
144.5,24.21,bike,clear,no,791,4,336 
57.6,14.28,bike,rainy,no,2607,5,5 
123.3,47.36,van,stormy,no,5685,6,2 
69.4,7.58,scooter,rainy,yes,6986,7,18 
145.4,2.06,scooter,cold,no,6250,8,30 
70.9,26.67,ev bike,foggy,no,4654,11,60 
91.0,30.18,ev bike,clear,no,5044,12,60 
57.9,34.08,ev bike,clear,no,5206,13,250 
179.0,20.54,ev bike,rainy,no,5484,14,150 
205.5,41.71,scooter,stormy,yes,6103,15,13 
162.1,34.05,truck,stormy,no,6619,16,60 
297.1,42.32,ev van,cold,no,6148,17,3 
128.4,43.03,scooter,clear,no,4707,18,4 
56.0,44.42,van,clear,no,3431,19,4 
247.7,29.77,truck,stormy,yes,3030,20,4 
136.7,5.12,ev bike,hot,no,2695,21,2 
114.6,10.62,bike,foggy,no,2049,22,9 
161.9,9.56,van,rainy,no,1196,23,2 
41.4,24.46,scooter,foggy,no,682,0,1 
273.8,8.25,ev bike,stormy,yes,373,1,8 
246.9,15.67,scooter,foggy,yes,309,2,4 
278.5,11.38,van,clear,yes,406,3,18 
143.1,39.35,van,clear,no,861,4,5 
100.1,33.77,bike,cold,no,2358,5,22 
43.0,41.06,ev bike,foggy,no,4068,6,7 
199.8,0.89,scooter,clear,no,3675,7,1 
